Last 4 Card Digits,Recency,Frequency,Monetary,Cluster,Segment,Churn
4942.0,95,1,54.65,0,Lost,1
4943.0,12,1,14.16,1,New,0
4944.0,85,1,303.62,0,Lost,1
4946.0,37,2,171.48,1,New,0
4947.0,61,3,282.83,0,Lost,1
4956.0,6,1,15.32,1,New,0
4964.0,19,1,51.36,1,New,0
4971.0,105,1,44.79,0,Lost,1
4973.0,19,1,63.370000000000005,1,New,0
4983.0,12,2,103.81,1,New,0
4994.0,116,1,67.7,0,Lost,1
5005.0,9,1,21.84,1,New,0
5006.0,16,1,64.42,1,New,0
5009.0,111,1,92.88,0,Lost,1
5013.0,6,2,31.669999999999998,1,New,0
5017.0,77,1,32.82,0,Lost,1
5020.0,91,1,266.54,0,Lost,1
5037.0,62,1,137.65,0,Lost,1
5041.0,109,1,52.45,0,Lost,1
5043.0,17,1,51.29,1,New,0
5048.0,37,3,148.43,1,New,0
5060.0,12,1,103.77,1,New,0
5061.0,108,1,0.0,0,Lost,1
5064.0,66,1,223.85,0,Lost,1
5065.0,13,1,86.31,1,New,0
5073.0,47,1,71.03999999999999,1,New,0
5084.0,70,1,90.62,0,Lost,1
5091.0,91,1,91.7,0,Lost,1
5095.0,6,1,52.5,1,New,0
5114.0,103,1,148.54,0,Lost,1
5117.0,20,1,52.5,1,New,0
5128.0,5,1,75.43,1,New,0
5132.0,12,1,214.29,1,New,0
5134.0,49,1,85.22,1,New,0
5135.0,62,1,40.41,0,Lost,1
5136.0,48,1,62.24,1,New,0
5137.0,20,1,11.469999999999999,1,New,0
5138.0,23,1,9.26,1,New,0
5150.0,48,1,18.59,1,New,0
5151.0,9,1,13.12,1,New,0
5152.0,113,1,12.55,0,Lost,1
5153.0,77,1,194.36,0,Lost,1
5154.0,49,1,184.68,1,New,0
5162.0,41,1,26.25,1,New,0
5167.0,12,1,181.23,1,New,0
5171.0,111,1,84.07,0,Lost,1
5172.0,4,1,137.66,1,New,0
5174.0,69,1,93.85,0,Lost,1
5175.0,52,1,9.81,1,New,0
5185.0,4,1,65.58,1,New,0
5191.0,92,1,61.15,0,Lost,1
5198.0,111,1,95.02,0,Lost,1
5207.0,58,2,168.16,1,New,0
5213.0,34,2,311.53999999999996,1,New,0
5216.0,6,1,50.2,1,New,0
5230.0,48,1,56.76,1,New,0
5232.0,9,4,346.24,3,Occasional,0
5239.0,5,1,30.58,1,New,0
5253.0,28,1,90.67,1,New,0
5256.0,11,2,122.28999999999999,1,New,0
5262.0,6,1,123.53999999999999,1,New,0
5264.0,54,1,116.81,1,New,0
5267.0,38,1,197.64,1,New,0
5268.0,55,1,228.10999999999999,1,New,0
5285.0,112,1,14.21,0,Lost,1
5290.0,54,1,26.25,1,New,0
5306.0,6,1,61.08,1,New,0
5318.0,25,1,79.75999999999999,1,New,0
5322.0,6,1,98.34,1,New,0
5324.0,78,5,148.01,0,Lost,1
5325.0,108,1,82.98,0,Lost,1
5337.0,61,1,50.2,0,Lost,1
5338.0,111,1,99.36,0,Lost,1
5341.0,32,1,32.79,1,New,0
5347.0,34,1,171.42,1,New,0
5357.0,104,1,35.0,0,Lost,1
5358.0,89,2,894.7,3,Occasional,0
5359.0,49,1,182.32999999999998,1,New,0
5367.0,65,1,49.11,0,Lost,1
5370.0,66,2,106.97,0,Lost,1
5373.0,43,1,146.44,1,New,0
5377.0,70,1,80.71,0,Lost,1
5382.0,16,1,133.28,1,New,0
5385.0,41,1,0.0,1,New,0
5391.0,31,1,73.18,1,New,0
5401.0,26,1,74.27,1,New,0
5402.0,89,1,142.05,0,Lost,1
5403.0,34,1,126.56,1,New,0
5418.0,48,2,262.71999999999997,1,New,0
5422.0,75,1,62.239999999999995,0,Lost,1
5427.0,69,1,131.04,0,Lost,1
5434.0,58,1,58.959999999999994,1,New,0
5438.0,105,1,44.79,0,Lost,1
5440.0,40,1,66.57,1,New,0
5447.0,97,1,26.25,0,Lost,1
5449.0,90,2,763.87,3,Occasional,0
5465.0,27,1,41.57,1,New,0
5466.0,7,3,127.78999999999999,1,New,0
5471.0,33,1,91.72,1,New,0
5474.0,48,1,52.5,1,New,0
5481.0,47,2,281.81,1,New,0
5483.0,105,1,158.45,0,Lost,1
5486.0,97,1,176.88,0,Lost,1
5488.0,20,1,49.11,1,New,0
5490.0,54,1,227.0,1,New,0
5502.0,8,1,110.33,1,New,0
5503.0,47,1,96.08,1,New,0
5504.0,8,2,289.27,1,New,0
5507.0,6,1,78.65,1,New,0
5523.0,97,1,134.26,0,Lost,1
5533.0,56,1,46.980000000000004,1,New,0
5540.0,64,1,77.49,0,Lost,1
5549.0,19,1,30.64,1,New,0
5550.0,47,1,70.92,1,New,0
5552.0,107,1,64.42,0,Lost,1
5555.0,29,1,143.10999999999999,1,New,0
5561.0,89,1,218.45999999999998,0,Lost,1
5564.0,41,1,0.0,1,New,0
5565.0,110,1,146.35,0,Lost,1
5568.0,1,1,9.81,1,New,0
5570.0,106,1,71.03999999999999,0,Lost,1
5577.0,68,2,209.9,0,Lost,1
5581.0,47,1,43.72,1,New,0
5583.0,20,1,93.92999999999999,1,New,0
5592.0,3,1,166.0,1,New,0
5612.0,104,1,90.69,0,Lost,1
5616.0,95,1,9.81,0,Lost,1
5624.0,32,1,61.15,1,New,0
5626.0,90,2,144.03,0,Lost,1
5628.0,40,1,62.17,1,New,0
5633.0,20,1,26.25,1,New,0
5635.0,40,1,87.38,1,New,0
5639.0,56,1,37.15,1,New,0
5643.0,49,2,111.4,1,New,0
5644.0,35,1,56.870000000000005,1,New,0
5650.0,93,2,137.56,0,Lost,1
5652.0,69,1,60.06,0,Lost,1
5659.0,79,1,110.32,0,Lost,1
5662.0,14,1,26.25,1,New,0
5668.0,35,1,126.7,1,New,0
5672.0,34,1,46.91,1,New,0
5685.0,56,1,20.74,1,New,0
5687.0,16,1,69.83,1,New,0
5697.0,39,1,43.730000000000004,1,New,0
5698.0,76,1,43.68,0,Lost,1
5705.0,96,1,180.04,0,Lost,1
5709.0,117,1,72.08,0,Lost,1
5712.0,1,1,65.47,1,New,0
5716.0,13,1,144.15,1,New,0
5734.0,49,2,349.56,1,New,0
5744.0,27,2,199.82,1,New,0
5748.0,14,2,158.41,1,New,0
5749.0,20,1,114.74,1,New,0
5751.0,36,2,148.46,1,New,0
5755.0,17,1,231.53,1,New,0
5762.0,104,1,34.95,0,Lost,1
5773.0,80,1,65.47999999999999,0,Lost,1
5781.0,115,1,89.62,0,Lost,1
5786.0,27,1,98.38,1,New,0
5789.0,27,1,320.14,1,New,0
5790.0,97,1,74.32,0,Lost,1
5791.0,29,1,33.91,1,New,0
5796.0,113,1,331.08,0,Lost,1
5800.0,12,1,158.35999999999999,1,New,0
5802.0,63,1,53.54,0,Lost,1
5810.0,62,1,210.9,0,Lost,1
5811.0,114,1,57.89,0,Lost,1
5823.0,7,1,49.18,1,New,0
5829.0,76,1,38.230000000000004,0,Lost,1
5831.0,16,1,63.26,1,New,0
5835.0,100,1,5.46,0,Lost,1
5838.0,14,1,91.78,1,New,0
5841.0,103,1,112.59,0,Lost,1
5843.0,90,1,160.57999999999998,0,Lost,1
5852.0,102,1,167.15,0,Lost,1
5857.0,5,1,41.45,1,New,0
5858.0,44,1,0.0,1,New,0
5860.0,64,1,9.26,0,Lost,1
5862.0,98,1,13.12,0,Lost,1
5877.0,34,1,48.08,1,New,0
5878.0,97,1,0.0,0,Lost,1
5883.0,79,1,0.0,0,Lost,1
5895.0,77,1,146.3,0,Lost,1
5898.0,62,1,34.91,0,Lost,1
5916.0,47,1,0.0,1,New,0
5917.0,113,2,8.75,0,Lost,1
5918.0,112,1,105.94,0,Lost,1
5920.0,35,1,62.349999999999994,1,New,0
5925.0,41,1,66.61,1,New,0
5927.0,56,1,44.79,1,New,0
5930.0,6,1,15.32,1,New,0
5932.0,5,3,230.4,1,New,0
5934.0,29,1,53.54,1,New,0
5936.0,47,1,108.16,1,New,0
5938.0,90,1,161.63,0,Lost,1
5940.0,112,1,45.9,0,Lost,1
5944.0,111,1,111.57,0,Lost,1
5945.0,75,1,114.62,0,Lost,1
5947.0,95,1,30.62,0,Lost,1
5950.0,68,1,44.79,0,Lost,1
5952.0,90,1,232.64,0,Lost,1
5954.0,35,1,138.66,1,New,0
5966.0,104,1,50.269999999999996,0,Lost,1
5967.0,88,2,164.94,0,Lost,1
5982.0,70,1,32.82,0,Lost,1
5985.0,89,1,161.86,0,Lost,1
5988.0,27,1,20.17,1,New,0
5995.0,84,1,162.75,0,Lost,1
6001.0,54,1,68.78999999999999,1,New,0
6008.0,6,2,52.85,1,New,0
6011.0,28,1,39.28,1,New,0
6014.0,5,1,93.95,1,New,0
6019.0,100,1,16.41,0,Lost,1
6021.0,96,1,97.19,0,Lost,1
6025.0,40,1,48.14,1,New,0
6031.0,20,2,62.31,1,New,0
6035.0,103,1,74.2,0,Lost,1
6037.0,102,1,84.03999999999999,0,Lost,1
6039.0,96,1,57.93,0,Lost,1
6040.0,55,1,39.25,1,New,0
6041.0,12,1,43.75,1,New,0
6043.0,35,1,44.76,1,New,0
6044.0,111,1,32.75,0,Lost,1
6051.0,93,1,21.86,0,Lost,1
6053.0,13,1,97.19,1,New,0
6056.0,96,1,48.09,0,Lost,1
6058.0,77,1,30.64,0,Lost,1
6066.0,13,1,46.98,1,New,0
6070.0,55,1,28.439999999999998,1,New,0
6072.0,13,2,106.03999999999999,1,New,0
6076.0,41,1,110.19999999999999,1,New,0
6082.0,13,1,45.89,1,New,0
6094.0,85,1,118.06,0,Lost,1
6097.0,48,1,52.5,1,New,0
6099.0,39,1,26.25,1,New,0
6100.0,111,1,65.62,0,Lost,1
6103.0,90,2,360.57,0,Lost,1
6110.0,75,1,115.78,0,Lost,1
6120.0,70,2,188.93,0,Lost,1
6125.0,10,1,54.019999999999996,1,New,0
6135.0,49,1,56.81,1,New,0
6140.0,14,1,80.8,1,New,0
6147.0,20,1,11.469999999999999,1,New,0
6151.0,98,1,54.53,0,Lost,1
6155.0,48,1,120.09,1,New,0
6156.0,55,1,33.79,1,New,0
6157.0,20,1,194.41,1,New,0
6166.0,50,1,10.93,1,New,0
6168.0,48,1,61.25,1,New,0
6171.0,113,1,124.56,0,Lost,1
6176.0,57,1,72.06,1,New,0
6186.0,20,1,84.07,1,New,0
6187.0,42,1,45.87,1,New,0
6192.0,42,1,114.69,1,New,0
6194.0,68,1,138.64,0,Lost,1
6196.0,39,2,90.58,1,New,0
6200.0,4,1,133.29,1,New,0
6201.0,71,1,31.659999999999997,0,Lost,1
6208.0,112,1,91.72,0,Lost,1
6215.0,89,1,159.43,0,Lost,1
6217.0,13,1,216.29999999999998,1,New,0
6228.0,13,1,45.39,1,New,0
6230.0,12,1,39.32,1,New,0
6244.0,12,1,109.22999999999999,1,New,0
6245.0,104,1,93.9,0,Lost,1
6250.0,10,1,54.58,1,New,0
6256.0,5,1,54.04,1,New,0
6258.0,104,1,15.25,0,Lost,1
6260.0,25,2,131.05,1,New,0
6261.0,95,1,25.13,0,Lost,1
6271.0,50,1,125.6,1,New,0
6272.0,26,1,122.5,1,New,0
6276.0,93,1,52.5,0,Lost,1
6283.0,92,1,65.53,0,Lost,1
6289.0,12,2,114.55,1,New,0
6291.0,34,1,80.72999999999999,1,New,0
6293.0,5,1,54.5,1,New,0
6296.0,62,1,20.74,0,Lost,1
6298.0,11,1,14.21,1,New,0
6299.0,6,1,138.81,1,New,0
6304.0,96,1,30.619999999999997,0,Lost,1
6306.0,106,1,0.0,0,Lost,1
6315.0,16,1,96.03,1,New,0
6317.0,26,1,21.82,1,New,0
6324.0,41,2,80.94,1,New,0
6325.0,5,1,68.81,1,New,0
6326.0,17,1,51.36,1,New,0
6329.0,40,1,100.44,1,New,0
6364.0,10,1,85.2,1,New,0
6365.0,19,1,68.88,1,New,0
6375.0,28,1,162.65,1,New,0
6379.0,78,1,89.6,0,Lost,1
6382.0,99,1,77.47,0,Lost,1
6384.0,45,1,161.59,1,New,0
6386.0,5,1,80.91,1,New,0
6388.0,84,1,60.11,0,Lost,1
6389.0,111,2,305.83,0,Lost,1
6400.0,102,1,92.81,0,Lost,1
6405.0,15,1,41.57,1,New,0
6406.0,17,1,273.1,1,New,0
6408.0,47,2,24.0,1,New,0
6411.0,43,1,9.26,1,New,0
6417.0,116,1,98.32,0,Lost,1
6432.0,19,1,44.79,1,New,0
6442.0,12,1,120.17,1,New,0
6443.0,56,1,55.739999999999995,1,New,0
6451.0,2,1,78.67,1,New,0
6452.0,34,2,121.28999999999999,1,New,0
6454.0,64,1,70.0,0,Lost,1
6456.0,89,2,152.85999999999999,0,Lost,1
6457.0,66,1,150.74,0,Lost,1
6468.0,56,1,52.5,1,New,0
6471.0,46,1,32.82,1,New,0
6477.0,11,2,136.07,1,New,0
6480.0,90,1,212.1,0,Lost,1
6482.0,12,1,240.2,1,New,0
6488.0,27,1,48.0,1,New,0
6489.0,96,1,45.879999999999995,0,Lost,1
6493.0,16,1,5.46,1,New,0
6494.0,72,2,201.04,0,Lost,1
6497.0,113,1,37.15,0,Lost,1
6505.0,10,1,19.68,1,New,0
6512.0,34,1,10.9,1,New,0
6513.0,83,3,254.47,0,Lost,1
6518.0,29,1,50.32,1,New,0
6525.0,22,1,123.53999999999999,1,New,0
6530.0,29,1,6.57,1,New,0
6531.0,16,1,104.8,1,New,0
6536.0,39,1,134.36,1,New,0
6537.0,75,1,148.45,0,Lost,1
6554.0,104,1,161.61,0,Lost,1
6555.0,89,2,250.12,0,Lost,1
6559.0,50,3,92.85,1,New,0
6582.0,69,1,242.51999999999998,0,Lost,1
6593.0,77,1,59.06,0,Lost,1
6594.0,111,1,243.60999999999999,0,Lost,1
6604.0,90,2,123.47,0,Lost,1
6609.0,62,1,227.14,0,Lost,1
6610.0,111,1,103.67999999999999,0,Lost,1
6617.0,47,1,115.77,1,New,0
6618.0,101,1,96.13,0,Lost,1
6625.0,7,1,119.00999999999999,1,New,0
6631.0,85,1,87.25999999999999,0,Lost,1
6633.0,19,1,27.34,1,New,0
6635.0,37,2,288.17,1,New,0
6646.0,62,1,117.97,0,Lost,1
6647.0,16,1,84.07,1,New,0
6672.0,22,1,176.91,1,New,0
6675.0,111,1,163.85999999999999,0,Lost,1
6677.0,41,1,0.0,1,New,0
6678.0,107,1,51.36,0,Lost,1
6680.0,103,1,99.43,0,Lost,1
6683.0,51,1,54.56,1,New,0
6691.0,95,1,112.49,0,Lost,1
6696.0,48,1,141.97,1,New,0
6697.0,110,1,43.64,0,Lost,1
6698.0,7,1,137.65,1,New,0
6701.0,40,1,75.36,1,New,0
6718.0,75,1,28.38,0,Lost,1
6720.0,62,1,131.19,0,Lost,1
6732.0,83,1,18.54,0,Lost,1
6733.0,89,1,98.26,0,Lost,1
6734.0,5,1,104.78999999999999,1,New,0
6737.0,96,1,114.67,0,Lost,1
6740.0,40,1,66.62,1,New,0
6741.0,6,1,0.0,1,New,0
6742.0,91,1,399.92,0,Lost,1
6745.0,91,2,286.25,0,Lost,1
6752.0,105,1,233.81,0,Lost,1
6756.0,34,1,35.0,1,New,0
6760.0,46,1,21.86,1,New,0
6761.0,59,1,160.46,0,Lost,1
6770.0,41,1,46.989999999999995,1,New,0
6772.0,111,1,404.15,0,Lost,1
6773.0,104,1,92.95,0,Lost,1
6785.0,49,1,52.39,1,New,0
6788.0,90,2,194.37,0,Lost,1
6789.0,87,1,110.3,0,Lost,1
6799.0,1,7,330.84999999999997,3,Occasional,0
6805.0,12,1,41.57,1,New,0
6809.0,59,1,26.240000000000002,0,Lost,1
6817.0,12,1,156.4,1,New,0
6821.0,4,2,221.88,1,New,0
6827.0,27,2,67.77,1,New,0
6829.0,16,1,162.76999999999998,1,New,0
6830.0,65,1,36.09,0,Lost,1
6834.0,96,1,109.25999999999999,0,Lost,1
6835.0,107,1,62.17,0,Lost,1
6836.0,21,1,39.85,1,New,0
6837.0,68,1,99.31,0,Lost,1
6844.0,77,1,6.58,0,Lost,1
6845.0,95,2,135.42,0,Lost,1
6846.0,55,1,52.5,1,New,0
6847.0,47,1,112.43,1,New,0
6851.0,15,1,70.99,1,New,0
6857.0,68,1,63.29,0,Lost,1
6865.0,69,1,44.79,0,Lost,1
6868.0,47,1,98.25,1,New,0
6870.0,66,1,151.79,0,Lost,1
6872.0,75,1,14.21,0,Lost,1
6874.0,34,1,112.41999999999999,1,New,0
6879.0,104,1,13.12,0,Lost,1
6884.0,98,1,115.78999999999999,0,Lost,1
6885.0,4,1,52.01,1,New,0
6888.0,34,1,846.56,3,Occasional,0
6890.0,83,1,278.4,0,Lost,1
6896.0,41,4,302.06,3,Occasional,0
6897.0,6,2,126.78999999999999,1,New,0
6904.0,66,1,26.24,0,Lost,1
6907.0,41,1,167.09,1,New,0
6909.0,15,2,200.84,1,New,0
6913.0,19,1,18.59,1,New,0
6916.0,91,1,63.4,0,Lost,1
6928.0,13,1,132.16,1,New,0
6931.0,59,1,135.42,0,Lost,1
6934.0,76,2,120.13,0,Lost,1
6935.0,11,1,76.42999999999999,1,New,0
6940.0,70,1,47.57,0,Lost,1
6941.0,64,1,14.21,0,Lost,1
6949.0,111,1,19.68,0,Lost,1
6958.0,13,2,52.5,1,New,0
6961.0,32,1,32.82,1,New,0
6966.0,85,1,61.14,0,Lost,1
6970.0,81,1,240.34,0,Lost,1
6977.0,110,1,16.41,0,Lost,1
6978.0,33,1,14.21,1,New,0
6981.0,62,1,44.22,0,Lost,1
6985.0,54,2,130.88,1,New,0
6986.0,80,1,64.36,0,Lost,1
6988.0,93,1,50.269999999999996,0,Lost,1
6996.0,102,1,64.47999999999999,0,Lost,1
6998.0,34,1,390.98,1,New,0
7000.0,80,1,40.41,0,Lost,1
7001.0,35,2,231.60999999999999,1,New,0
7004.0,17,1,34.95,1,New,0
7005.0,110,1,16.41,0,Lost,1
7006.0,50,1,88.50999999999999,1,New,0
7010.0,16,1,63.46,1,New,0
7013.0,5,1,58.91,1,New,0
7017.0,5,1,123.33,1,New,0
7019.0,1,7,306.85,3,Occasional,0
7025.0,54,1,42.65,1,New,0
7029.0,35,1,33.86,1,New,0
7030.0,74,1,49.18,0,Lost,1
7035.0,19,1,94.0,1,New,0
7039.0,114,1,21.87,0,Lost,1
7042.0,98,1,30.64,0,Lost,1
7045.0,5,3,368.11,1,New,0
7049.0,64,1,56.7,0,Lost,1
7066.0,44,2,164.98,1,New,0
7067.0,48,1,26.25,1,New,0
7072.0,82,1,129.87,0,Lost,1
7073.0,112,1,0.0,0,Lost,1
7074.0,112,1,49.17,0,Lost,1
7075.0,68,1,30.64,0,Lost,1
7080.0,49,3,131.05,1,New,0
7090.0,75,1,27.36,0,Lost,1
7093.0,82,1,16.41,0,Lost,1
7095.0,96,1,86.36,0,Lost,1
7098.0,48,1,269.64,1,New,0
7100.0,72,1,73.18,0,Lost,1
7101.0,61,1,37.15,0,Lost,1
7120.0,78,2,162.67,0,Lost,1
7143.0,7,1,10.93,1,New,0
7146.0,110,1,103.75,0,Lost,1
7165.0,46,1,10.92,1,New,0
7166.0,76,1,72.08,0,Lost,1
7175.0,36,1,36.04,1,New,0
7176.0,40,1,43.71,1,New,0
7183.0,52,1,31.7,1,New,0
7184.0,5,1,29.49,1,New,0
7196.0,41,1,79.74,1,New,0
7198.0,11,1,63.349999999999994,1,New,0
7199.0,83,1,78.69,0,Lost,1
7203.0,46,1,29.53,1,New,0
7210.0,73,1,34.95,0,Lost,1
7215.0,5,1,68.87,1,New,0
7217.0,9,1,55.730000000000004,1,New,0
7220.0,62,1,87.39,0,Lost,1
7223.0,57,1,246.85,1,New,0
7224.0,12,1,78.03,1,New,0
7230.0,36,1,26.2,1,New,0
7232.0,106,1,45.879999999999995,0,Lost,1
7233.0,89,1,92.84,0,Lost,1
7234.0,100,1,39.32,0,Lost,1
7240.0,36,1,50.25,1,New,0
7241.0,89,1,174.8,0,Lost,1
7242.0,104,1,40.37,0,Lost,1
7251.0,112,1,16.41,0,Lost,1
7254.0,98,2,89.58,0,Lost,1
7256.0,48,4,170.37,1,New,0
7257.0,19,1,24.0,1,New,0
7260.0,117,1,21.33,0,Lost,1
7261.0,35,1,13.05,1,New,0
7264.0,30,1,50.269999999999996,1,New,0
7267.0,41,1,90.66,1,New,0
7271.0,80,1,227.21,0,Lost,1
7273.0,49,1,111.41,1,New,0
7278.0,112,1,21.82,0,Lost,1
7280.0,20,1,88.44,1,New,0
7281.0,6,1,104.75999999999999,1,New,0
7290.0,27,1,61.69,1,New,0
7295.0,61,1,26.25,0,Lost,1
7296.0,8,2,134.47,1,New,0
7298.0,12,1,71.03999999999999,1,New,0
7299.0,51,1,31.73,1,New,0
7302.0,54,1,116.88,1,New,0
7306.0,96,1,48.0,0,Lost,1
